Award ID,Agency,Office,Recipient,NAICS,Total Value,Start Date,Expiration
N6449821D0043,Department of Defense,NSWC PHILADELPHIA DIV,EPSILON SYSTEMS SOLUTIONS INC,541330 - ENGINEERING SERVICES,"$892,000,000.00 ",9/30/2021,12/25/2025
N6449819D0002,Department of Defense,NSWC PHILADELPHIA DIV,HUNTINGTON INGALLS INC,541330 - ENGINEERING SERVICES,"$874,341,911.00 ",12/26/2018,12/25/2025
N6449819D0001,Department of Defense,NSWC PHILADELPHIA DIV,OCEANEERING INTERNATIONAL INC,541330 - ENGINEERING SERVICES,"$827,674,072.00 ",12/26/2018,12/25/2025
70FB7021D00000008,Department of Homeland Security,FEMA,"CHAMPION HOME BUILDERS, INC.",321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
70FB7021D00000010,Department of Homeland Security,FEMA,GSH OF ALABAMA LLC,321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
70FB7021D00000009,Department of Homeland Security,FEMA,CMH MANUFACTURING INC,321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
70FB7021D00000006,Department of Homeland Security,FEMA,GIBBCO LLC,321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
70FB7021D00000005,Department of Homeland Security,FEMA,AMERICAN HOMESTAR CORPORATION,321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
70FB7021D00000011,Department of Homeland Security,FEMA,"LEXINGTON HOMES, INC",321991 - MANUFACTURED HOME (MOBILE HOME) MANUFACTURING,"$800,000,000.00 ",12/30/2020,12/29/2025
SPE60225D0459,Department of Defense,DLA ENERGY,S-OIL CORPORATION,324110 - PETROLEUM REFINERIES,"$754,071,428.54 ",12/13/2024,12/31/2025
FA812418D0002,Department of Defense,FA8124  AFLCMC LPK,STANDARD AERO (SAN ANTONIO) INC.,336412 - AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"$657,084,724.90 ",12/21/2017,12/20/2025
70FB7021D00000002,Department of Homeland Security,INCIDENT SUPPORT SECTION(ISS70),CEVA FREIGHT LLC,483111 - DEEP SEA FREIGHT TRANSPORTATION,"$611,384,310.90 ",12/31/2020,12/30/2025
FA882322D0002,Department of Defense,FA8823  SUSTAINMENT MCPNT SSC/PKL,LOCKHEED MARTIN CORP,517919 - ALL OTHER TELECOMMUNICATIONS,"$581,639,399.00 ",7/1/2022,12/31/2025
N0038325DNA01,Department of Defense,NAVSUP WEAPON SYSTEMS SUPPORT,BELL TEXTRON INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$557,000,000.00 ",1/1/2025,12/31/2025
HC101316D0001,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,ARTEL LLC,517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0006,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,PERATON GOVERNMENT COMMUNICATIONS INC.,517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0004,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0002,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,AT&T CORP.,517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0003,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,BT FEDERAL INC,517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0005,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,"GTT AMERICAS, LLC",517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0007,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,"LEVEL 3 COMMUNICATIONS, LLC",517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
HC101316D0008,Department of Defense,TELECOMMUNICATIONS DIVISION- HC1013,VERIZON BUSINESS NETWORK SERVICES LLC,517110 - WIRED TELECOMMUNICATIONS CARRIERS,"$537,500,000.00 ",12/21/2015,12/20/2025
SPE2DB24D9203,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",1/30/2024,12/31/2025
SPE2DB24D9802,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/6/2024,12/31/2025
SPE2DB24D9211,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/7/2024,12/31/2025
SPE2DB24D9638,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/7/2024,12/31/2025
SPE2DB22D9309,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/8/2022,12/31/2025
SPE2DB24D9228,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/6/2024,12/31/2025
SPE2DB24D9313,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/19/2024,12/31/2025
SPE2DB24D9801,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/6/2024,12/31/2025
SPE2DB22D9143,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/28/2022,12/31/2025
SPE2DB24D9218,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",1/23/2024,12/31/2025
SPE2DB25D9768,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/2/2024,12/31/2025
SPE2DB22D9206,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/2/2022,12/31/2025
SPE2DB22D9209,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/23/2022,12/31/2025
SPE2DB24D9249,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/3/2024,12/31/2025
SPE2DB24D9213,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/11/2024,12/31/2025
SPE2DB24D9210,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/6/2024,12/31/2025
SPE2DB25D9237,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",1/28/2025,12/31/2025
SPE2DB25D9318,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/10/2024,12/31/2025
SPE2DB22D9362,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/17/2022,12/31/2025
SPE2DB22D9133,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/22/2022,12/31/2025
SPE2DB24D9315,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/19/2024,12/31/2025
SPE2DX24D9950,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",8/27/2024,12/31/2025
SPE2DB22D9229,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/19/2022,12/31/2025
SPE2DB24D9223,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/28/2024,12/31/2025
SPE2DB22D9124,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/21/2022,12/31/2025
SPE2DB24D9241,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/3/2024,12/31/2025
SPE2DB22D9310,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/21/2022,12/31/2025
SPE2DB22D9631,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/19/2022,12/31/2025
SPE2DB24D9246,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/4/2024,12/31/2025
SPE2DB22D9244,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",7/12/2022,12/31/2025
SPE2DB22D9758,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/25/2022,12/31/2025
SPE2DB22D9316,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/16/2022,12/31/2025
SPE2DX15D9940,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",1/15/2025,12/31/2025
SPE2DB22D9151,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/23/2022,12/31/2025
SPE2DB24D9224,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/11/2024,12/31/2025
SPE2DB22D9171,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/7/2023,12/31/2025
SPE2DB24D9212,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",3/11/2024,12/31/2025
SPE2DB25D9357,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/8/2024,12/31/2025
SPE2DB25D9363,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/8/2024,12/31/2025
SPE2DB22D9239,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/8/2022,12/31/2025
SPE2DB22D9367,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/16/2022,12/31/2025
SPE2DB24D9314,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/28/2024,12/31/2025
SPE2DB24D9222,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/7/2024,12/31/2025
SPE2DB22D9311,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/28/2022,12/31/2025
SPE2DB22D9225,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/4/2022,12/31/2025
SPE2DB22D9353,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/2/2022,12/31/2025
SPE2DB24D9248,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/4/2024,12/31/2025
SPE2DB24D2106,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/6/2024,12/31/2025
SPE2DB22D9101,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/25/2022,12/31/2025
SPE2DB24D9230,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/4/2024,12/31/2025
SPE2DB22D9205,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/28/2022,12/31/2025
SPE2DB25D9317,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/15/2024,12/31/2025
SPE2DB22D9629,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/17/2022,12/31/2025
SPE2DB25D9365,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",10/10/2024,12/31/2025
SPE2DB22D9247,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/4/2022,12/31/2025
SPE2DB24D9250,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",5/28/2024,12/31/2025
SPE2DB22D9304,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/8/2022,12/31/2025
SPE2DB24D9238,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/27/2024,12/31/2025
SPE2DB24D9245,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/4/2024,12/31/2025
SPE2DB24D9227,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",2/6/2024,12/31/2025
SPE2DB22D9102,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",7/12/2022,12/31/2025
SPE2DB22D9251,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",4/28/2022,12/31/2025
SPE2DB24D9803,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,"$499,999,999.00 ",6/6/2024,12/31/2025
W58RGZ21D0007,Department of Defense,W6QK ACC-RSA,BELL TEXTRON INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$496,417,111.00 ",12/1/2020,12/31/2025
W15QKN13D0028,Department of Defense,W6QK ACC-PICA,BAE SYSTEMS GCS INTERNATIONAL LIMITED,332999 - ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,"$488,780,460.67 ",4/30/2013,12/31/2025
70FB7021D00000001,Department of Homeland Security,INCIDENT SUPPORT SECTION(ISS70),"CROWLEY GOVERNMENT SERVICES, INC.",483111 - DEEP SEA FREIGHT TRANSPORTATION,"$469,120,183.74 ",12/31/2020,12/31/2025
FA882319D0001,Department of Defense,FA8823  SUSTAINMENT MCPNT SSC/PKL,"LOCKHEED MARTIN SERVICES, LLC",517919 - ALL OTHER TELECOMMUNICATIONS,"$462,000,000.00 ",12/21/2018,12/31/2025
FA853921D0001,Department of Defense,FA8539  AFSC PZABA,NORTHROP GRUMMAN SYSTEMS CORPORATION,811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$457,998,064.19 ",1/1/2021,12/31/2025
HQ003421D0006,Department of Defense,WASHINGTON HEADQUARTERS SERVICES,THE RAND CORPORATION,"541990 - ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","$417,029,578.00 ",1/1/2021,12/31/2025
W81K0421D0001,Department of Defense,W40M USA HCA,LABORATORY CORPORATION OF AMERICA,621511 - MEDICAL LABORATORIES,"$411,668,710.00 ",1/1/2021,12/31/2025
SPE60225D0458,Department of Defense,DLA ENERGY,"SK ENERGY CO., LTD.",324110 - PETROLEUM REFINERIES,"$342,157,440.03 ",12/12/2024,12/31/2025
SAQMMA15D0080,Department of State,ACQUISITIONS - AQM MOMENTUM,TSYMMETRY INC,517919 - ALL OTHER TELECOMMUNICATIONS,"$340,000,000.00 ",7/7/2015,12/29/2025
FA882322D0001,Department of Defense,FA8823  SUSTAINMENT MCPNT SSC/PKL,THE BOEING COMPANY,517919 - ALL OTHER TELECOMMUNICATIONS,"$329,303,008.00 ",12/20/2021,12/31/2025
19AQMM21D0001,Department of State,ACQUISITIONS - AQM MOMENTUM,CREATIVEIT SOLUTIONS LLC,541611 - ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"$300,000,000.00 ",12/21/2020,12/20/2025
89303025AIM000022,Department of Energy,HEADQUARTERS PROCUREMENT SERVICES,AUTONOMIC INTEGRA LLC,541512 - COMPUTER SYSTEMS DESIGN SERVICES,"$300,000,000.00 ",12/20/2024,12/19/2025
FA810617D0001,Department of Defense,FA8106  AFLCMC  WLK,VERTEX AEROSPACE LLC,488190 - OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"$299,965,742.50 ",5/1/2017,12/31/2025
36C10G24D0030,Department of Veterans Affairs,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),BOSTON SCIENTIFIC CORP,339113 - SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"$294,606,092.21 ",1/1/2024,12/31/2025
N0025321D0002,Department of Defense,NAVAL UNDERSEA WARFARE CENTER,ULTRA ELECTRONICS OCEAN SYSTEMS INC.,"334511 - SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","$268,514,278.00 ",12/15/2020,12/16/2025
FA210319D3000,Department of Defense,FA2103  AFNWC PZNE,THE BOEING COMPANY,336411 - AIRCRAFT MANUFACTURING,"$250,000,000.00 ",3/15/2019,12/31/2025
N6247324D5218,Department of Defense,NAVFACSYSCOM SOUTHWEST,"BTS EQUIPMENT UNLIMITED, INC.",238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5213,Department of Defense,NAVFACSYSCOM SOUTHWEST,"HERMAN CONSTRUCTION GROUP, INC.",236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5221,Department of Defense,NAVFACSYSCOM SOUTHWEST,SEA PAC ENGINEERING INC,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5215,Department of Defense,NAVFACSYSCOM SOUTHWEST,"R.A. BURCH CONSTRUCTION CO., INC.",236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5212,Department of Defense,NAVFACSYSCOM SOUTHWEST,HEFFLER CONTRACTING GROUP,236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5220,Department of Defense,NAVFACSYSCOM SOUTHWEST,RESOURCE ENVIRONMENTAL INC,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5219,Department of Defense,NAVFACSYSCOM SOUTHWEST,JKS INDUSTRIES LLC,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5228,Department of Defense,NAVFACSYSCOM SOUTHWEST,CODY M STEVENS CONSTRUCTION INC,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",3/6/2024,12/13/2025
N6247324D5216,Department of Defense,NAVFACSYSCOM SOUTHWEST,SPEEDWAY ORION JV,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5222,Department of Defense,NAVFACSYSCOM SOUTHWEST,"STAMPEDE VENTURES, INC.",238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
W912DY21D0030,Department of Defense,W2V6 USA ENG SPT CTR HUNTSVIL,"ASRC FEDERAL DATA NETWORK TECHNOLOGIES, LLC",541513 - COMPUTER FACILITIES MANAGEMENT SERVICES,"$249,000,000.00 ",12/22/2020,12/22/2025
N6247324D5211,Department of Defense,NAVFACSYSCOM SOUTHWEST,"DAWSON ENTERPRISES, LLC",236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5217,Department of Defense,NAVFACSYSCOM SOUTHWEST,"BHATE ENVIRONMENTAL ASSOCIATES, INC.",238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5223,Department of Defense,NAVFACSYSCOM SOUTHWEST,TARGET CONTRACTORS LLC,238910 - SITE PREPARATION CONTRACTORS,"$249,000,000.00 ",12/14/2023,12/13/2025
N6247324D5214,Department of Defense,NAVFACSYSCOM SOUTHWEST,HHI CORPORATION,236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$249,000,000.00 ",12/14/2023,12/13/2025
FA857121D0001,Department of Defense,FA8571  MAINT CONTRACTING AFSC PZIM,"TERADYNE, INC.",334515 - INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,"$248,402,210.00 ",2/1/2021,12/31/2025
SPE60225D0456,Department of Defense,DLA ENERGY,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,324110 - PETROLEUM REFINERIES,"$247,720,809.39 ",12/13/2024,12/31/2025
N6449820D4000,Department of Defense,NSWC PHILADELPHIA DIV,ROLLS-ROYCE MARINE NORTH AMERICA INC.,332999 - ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,"$210,766,300.00 ",4/3/2020,12/26/2025
W9124J20D0004,Department of Defense,W6QM MICC-FDO FT SAM HOUSTON,TECHTRANS INTERNATIONAL INC,561920 - CONVENTION AND TRADE SHOW ORGANIZERS,"$208,846,358.00 ",3/1/2020,12/31/2025
