Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/S8V1MJFF2TB3/13FN2"", ""KONIAG OPERATIONS SERVICES LLC"" )",,,8(a),SOHAILA NARANG,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,561720,"541511, 541512, 541513, 541519, 541611, 541620, 541690, 541990, 561110, 561210, 561720, 561990, 621999, 624110, 811210","541511, 541512, 541513, 541519, 541611, 541620, 541690, 541990, 561110, 561210, 561720, 561990, 621999, 624110, 811210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/EP6GR8CZGNM6/8RKH6"", ""VISTA GLOBAL SOLUTIONS, LLC"" )","Vista Global Solutions, LLC is an Alaska Native Corporation (ANC). We specialize in Enterprise IT, Health IT and Cyber Security Solutions. Our services include: Learning Analytics,SW Development, Application Development; Data Analytics; Big Data Engineering & Modeling; Clinical Applications; Cloud Computing; Cloud Services; Disaster Recovery (COOP); IT Help Desk; Access / Identity Management; Incident Reporting; Informatics; Information Assurance (IA); Technical Writing; Machine Learning; Mobile IT; Network Engineering; System Center Configuration Manager (SCCM); Network Storage; System Administration; Systems Engineering & Architecture; WebEOC Support; Desktop & Server Virtualization; Certification & Accreditation (C&A); Computer Network Defense (CND); Clinical System Administration; Clinical Database Management; Document Editing and Proofreading; Desktop Publishing and other Administrative Support Services.",,8(a),DAVID BROYHILL,David.Broyhill@VistaGlobalSol.com,1826 N LOOP 1604 W,STE 337F,SAN ANTONIO,Texas,78248,541519,"512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561410, 561621, 611420, 611710, 621111, 621112","512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561410, 561621, 611420, 611710, 621111, 621112"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/X8AWGED37S77/7CJ81"", ""CLOUD LAKE TECHNOLOGY LLC"" )","We offer highly specialized, data-centric technology solutions including enterprise IT, cloud computing, software engineering, software development, cloud migration, threat management, network defense, public safety, global intelligence, information networks, emergency management operations, artificial intelligence, machine learning, data management, business intelligence, automation, and research.",https://akima365.sharepoint.com/:b:/r/sites/SBAConnectCapabilitiesStatementLinks/Shared%20Documents/EMG/Cloud%20Lake%20Capabilities%20Statement.pdf?csf=1&web=1&e=Jfry9O,8(a),GREGORY PETERSEN,gregory.petersen@akima.com,2553 DULLES VIEW DR,STE 700,HERNDON,Virginia,20171,541519,"334111, 334118, 334210, 334220, 334290, 513199, 517111, 517121, 517810, 518210, 541330, 541430, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541715, 541720, 541930, 541990, 561110, 561611, 561621, 611430","334111, 334118, 334210, 334220, 334290, 513199, 517111, 517121, 541519, 541715"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/VFFUFCPNC1A2/9JGV3"", ""ULU NIU, LLC"" )","Ulu Niu LLC (d/b/a Ulu Niu Energy and f/k/a Emerald Valley Consulting Group) is an NHO 8(a) certified company that specializes in energy solutions, specifically energy efficiency, energy generation, and construction.

Differentiators:
Unique integration of proven energy efficiency technologies for unprecedented savings. Demonstrates the federal government's commitment to innovation, sustainability, and cost control. Our skillset also includes power quality, water efficiency, microgrids, data center & SCIF solutions. Over $100M in construction past performance. 
  
DFARS 252.204-7012/NIST 800-171 compliant. CMMC Level 1 compliant.",https://certifications.sba.gov/capabilities/VFFUFCPNC1A2,8(a),JOSE DIZON,jose.dizon@uluniu.energy,1560 MOUNTAIN BREEZE,,CANYON LAKE,Texas,78133,236220,"221114, 221122, 236116, 236118, 236210, 236220, 237130, 237310, 237990, 238110, 238120, 238130, 238160, 238210, 238220, 238310, 238320, 238330, 238350, 238390, 541310, 541330, 541340, 541350, 541618, 541690, 561110, 561210, 561790","221114, 221122, 236116, 236118, 236210, 236220, 237130, 237310, 237990, 238110, 238120, 238130, 238160, 238210, 238220, 238310, 238320, 238330, 238350, 238390, 541310, 541330, 541340, 541350, 541618, 541690, 561110, 561210, 561790"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/G951D1PWEEA5/7S4V8"", ""LEISNOI DIVERSIFIED SERVICES, LLC"" )","Alaska Native Corporation owned, 8a and HUBZone certified.  Line of business includes emergency response, environmental restoration, civil construction and traditional and non-traditional environmental services consisting of: Site characterization and mitigation; Remedial design and actions; Radiological surveys; Demolition, environmental and levee repair; and Restoration",,"8(a), HUBZone",CURTIS VAUGHN,cvaughn@leisnoi.com,62409 HILLSIDE RD,,SAINT IGNATIUS,Montana,59865,541620,"213111, 221310, 221320, 236220, 237110, 237120, 237990, 238220, 238910, 541330, 541611, 541620, 541690, 561210, 562910, 621498","213111, 221310, 221320, 236220, 237110, 237120, 237990, 238220, 238910, 541330, 541611, 541620, 541690, 561210, 562910, 621498"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JWN4RHVKE4Q4/83E35"", ""TUKUH TECHNOLOGY SERVICES, LLC"" )","Geospatial, Information Technologies, Staff Augmentation, engineering support, programming, technology consulting, training, computer systems management, real property asset management, real property physical inventory, real property planning, facility utilization survey and data validation, facility condition assessments, requirements analysis, planning charrette, and DD1391, ePRISMS, LiDAR data collection and modeling, real property cyber-security analysis & compliance, real property information technology IT reporting, GFEBS, GIS, master planning",,8(a),DANIEL ROSERO,Daniel.rosero@tepa.com,2345 GRAND BLVD STE 700,,KANSAS CITY,Missouri,64108,541370,"518210, 519290, 541330, 541340, 541360, 541370, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541715, 541922, 541990, 611420","518210, 519290, 541330, 541340, 541360, 541370, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541715, 541922, 541990, 611420"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/C66LTZJ68915/493A3"", ""TIKRAS TECHNOLOGY SOLUTIONS CORP."" )","Tikras is a Native-American Owned Small Business providing experienced and professional services specializing in cyber security and information assurance and providing superior solutions in information technology, training and program management.",,8(a),JASON OLIVER,jason.oliver@tikras.com,9866 OAKDALE WOODS CT,,VIENNA,Virginia,22181,541519,"541330, 541512, 541513, 541519, 541611, 541620, 541690, 541990, 561110","541330, 541512, 541513, 541519, 541611, 541620, 541690, 541990, 561110"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/Q4Z8J7C6DRZ6/9CG64"", ""TEYA DIVERSIFIED SERVICES LLC"" )","Teya Diversified Services, LLC provides comprehensive, best-value Fuel System Construction and Repair (including Fuel Pipelines, Storage Tanks, Distribution Facilities, Hydrant Fuel Systems, Pumphouses, Hot Pits, and Truck Fill Stands) across the U.S.; as well as, Water and Wastewater Treatment Facilities; General Construction & Manufacturing (including Design-Build, Design-Bid-Build, Construction Management, Vertical, Horizontal, Renovation, Demolition, Light-Duty Manufacturing, and Kitting); Facilities Maintenance & Infrastructure (including Facilities Support Services, Operations & Maintenance [O&M], Base Operating Support [BOS], Certified Healthcare Environmental Cleaning, Certified Hospital Housekeeping, Custodial, Janitorial, and Grounds); and Professional Services (including Administrative, Accounting, Financial, Lean Six Sigma, Continuous Process Improvement, Managed Information Technology [IT] Services, Systems & Network Integration, Help Desk, and Call Center Support).",,8(a),ANDY NEWTON,andy.newton@teyacompany.com,101 E 9TH AVE STE 9B,,ANCHORAGE,Alaska,99501,237120,"115310, 221112, 236210, 236220, 237120, 237130, 237310, 237990, 238110, 238130, 238140, 238150, 238160, 238190, 238210, 238220, 238290, 238310, 238320, 238350, 238390, 238910, 238990, 315210, 315990, 326191, 332311, 332994, 334111, 334210, 334290, 334511, 334515, 334519, 335132, 336110, 336120, 336214, 336411, 336412, 336413, 336611, 336992, 336999, 337127, 337212, 337214, 339112, 339113, 339920, 423110, 423210, 423430, 484220, 493110, 493120, 493190, 512110, 517111, 517112, 517121, 517122, 517410, 517810, 518210, 531110, 531120, 532120, 532310, 532420, 532490, 541219, 541310, 541320, 541330, 541340, 541350, 541380, 541410, 541511, 541512, 541513, 541519, 541611, 541612, 541715, 541990, 561110, 561210, 561311, 561320, 561499, 561612, 561621, 561720, 561790, 561910, 561920, 561990, 562111, 562112, 562119, 562211, 562910, 562998, 611420, 611430, 611620, 611710, 621111, 621399, 622110, 624190, 624221, 624229, 624230, 721110, 722310, 722320, 722330, 811210, 811310, 812320, 812331, 812990","115310, 221112, 236210, 236220, 237120, 237130, 237310, 237990, 238110, 238130, 238140, 238150, 238160, 238190, 238210, 238220, 238290, 238310, 238320, 238350, 238390, 238910, 238990, 315210, 315990, 326191, 332311, 332994, 334111, 334210, 334290, 334511, 334515, 334519, 335132, 336110, 336120, 336214, 336411, 336412, 336413, 336611, 336992, 336999, 337127, 337212, 337214, 339112, 339113, 339920, 423110, 423210, 423430, 484220, 493110, 493120, 493190, 512110, 517111, 517112, 517121, 517122, 517410, 517810, 518210, 531110, 531120, 532120, 532310, 532420, 532490, 541219, 541310, 541320, 541330, 541340, 541350, 541380, 541410, 541511, 541512, 541513, 541519, 541611, 541612, 541715, 541990, 561110, 561210, 561311, 561320, 561499, 561612, 561621, 561720, 561790, 561910, 561920, 561990, 562111, 562112, 562119, 562211, 562910, 562998, 611420, 611430, 611620, 611710, 621111, 621399, 622110, 624190, 624221, 624229, 624230, 721110, 722310, 722320, 722330, 811210, 811310, 812320, 812331, 812990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/SMKNECEMK8A4/7Z6J5"", ""OLGOONIK WORLDWIDE SERVICES LLC"" )",,,8(a),CARRIE WILLIAMS,cwilliams@olgoonik.com,3201 C ST,STE 700,ANCHORAGE,Alaska,99503,493110,"238210, 315990, 332311, 332994, 334290, 334310, 336110, 423850, 493110, 541199, 541310, 541330, 541340, 541350, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 561320, 561599, 561611, 562211, 611420, 611430, 611519, 721310","238210, 315990, 332311, 332994, 334290, 334310, 336110, 423850, 493110, 541199, 541310, 541330, 541350, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 561320, 561599, 561611, 562211, 611420, 611430, 611519, 721310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/MEXKBJPNTZA9/0DQ13"", ""PUYENPA-IMMERSIVE JV, LLC"" )","Our team has built a strong reputation for delivering cutting-edge telecommunication, physical security systems, audiovisual solutions, video teleconferencing, multimedia services, unified communications, network consulting, interior solutions, virtualization, and project and program management services to federal agencies. We are a dynamic blend of highly skilled professionals, including industry certified VTC Experts, RCDDs, cleared personnel, and CTS-D Systems Design Engineers.",,8(a) JV,EMILY STOUT,emily.stout@puyenpa.com,511 DUCKWATER FALLS RD,,DUCKWATER,Nevada,89314,517111,"236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332999, 334118, 334310, 335999, 423210, 423310, 423390, 423420, 423430, 423510, 423690, 423710, 423720, 423840, 423990, 444180, 517111, 541310, 541330, 541350, 541410, 541420, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541910, 541921, 541930, 541990, 561210, 561611, 561720, 561730, 562910, 611620, 811310","236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332999, 334118, 334310, 335999, 423210, 423310, 423390, 423420, 423430, 423510, 423690, 423710, 423720, 423840, 423990, 444180, 517111, 541310, 541330, 541350, 541410, 541420, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541910, 541921, 541930, 541990, 561210, 561611, 561720, 561730, 562910, 611620, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/P9T2ZBXZBHZ6/7SEW7"", ""BRICE BUILDERS, LLC"" )","Brice Builders LLC, an Alaska Native Corporation and SBA 8a program participant, is a subsidiary of Calista Corporation.  Building from the core capabilities of Brice Construction and our sister company entities, Brice Builders products and services offering is focused on two major categories; Vertical Construction involving facility Sustainment, Restoration and Modernization (SRM), Design Build (DB) and Telecom Infrastructure, to include peripheral products such as towers and shelters.   Brice Builders serves Government customers in CONUS and OCONUS using our self-performing model in the field with robust documentation, accounting and compliance in a back office function.  With our $85M in single award bonding capacity, Brice Builders is capable of performing on large scale Vertical Construction and Telecom Infrastructure projects, from cradle to grave.",,8(a),MICHEL DIAB,mdiab@brice-builders.com,3700 CENTERPOINT DR,STE 8157,ANCHORAGE,Alaska,99503,517810,"236220, 237130, 237310, 237990, 238160, 238210, 238910, 327390, 332312, 334220, 517111, 517121, 517810, 532490, 541519","236220, 237130, 237310, 237990, 327390, 332312, 334220, 517111, 517121, 517810, 532490, 541519"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/Q2E5A6CZYJ57/9KX55"", ""WASEYABEK OPERATIONS AND TECHNICAL SUPPORT, LLC"" )","Waséyabek Operations & Technical Support (WOTS) is an SBA 8(a) Tribally-Owned Business specializing in tailored computer facilities management for government agencies. This certification ensures WOTS meets high-quality standards, vital for agencies seeking reliable IT solutions. WOTS focuses on secure, reliable, and innovative IT solutions, supporting government operations comprehensively. Core competencies include network/server management, security, procurement assistance, data backup/recovery, and helpdesk support, ensuring operational integrity. Expanded services cover cloud management, disaster recovery planning, software development, systems integration, training, and compliance. As a Tribally-Owned 8(a) business, WOTS offers advantages like streamlined procurement processes and the ability for direct contract negotiation, enhancing efficiency for government agencies.",https://certify.sba.gov/organizations/101612/documents/2476335/pdf_viewer,8(a),KENNETH NACHBAR,knachbar@waseyabek.com,16 MONROE CENTER ST NE STE 200-G,,GRAND RAPIDS,Michigan,49503,541513,"518210, 541511, 541512, 541513, 541519, 541611, 541614, 541690, 561210, 561320, 611420","518210, 541511, 541512, 541513, 541519, 541611, 541614, 541690, 561210, 561320, 611420"
